,0,Actual
0,-2.9756973479330746,2.0
1,4.795578166553085,3.0
2,4.285001918444991,7.0
3,4.817141478414722,7.0
4,3.3454115099800283,9.0
5,13.032162049981654,9.0
6,6.303685897395187,7.0
7,14.048742888844881,20.0
8,18.516387423911485,22.0
9,9.509103586308836,2.0
10,26.57859765941009,27.0
11,7.262601497047065,4.0
12,6.076661512711251,1.0
13,6.0881815091443805,1.0
14,4.734922609493271,5.0
15,20.732692603137675,24.0
16,19.618170392316973,15.0
17,-0.8288492253745794,2.0
18,8.742404305219864,7.0
19,4.274286393106884,4.0
20,4.628444871563474,5.0
21,-4.225117203730161,2.0
22,3.0917720824994532,1.0
23,4.241286638634001,2.0
24,1.6508452929613995,6.0
25,0.6667258913051306,1.0
26,11.931499996295063,17.0
27,4.746381608580826,2.0
28,8.10121860308918,6.0
29,2.0336455521066057,1.0
30,6.756244209351699,15.0
31,4.096305311593746,8.0
32,7.908086164360675,8.0
33,22.456898876833055,22.0
34,31.529646991331266,26.0
35,6.262530380399433,2.0
36,14.153966950442065,17.0
37,0.40850960172018347,4.0
38,3.496400320797882,9.0
39,1.6675804840257342,5.0
40,2.25419185764817,6.0
41,17.743679696644303,18.0
42,2.4377887025972242,4.0
43,0.599582331566797,3.0
44,1.4097714211227341,8.0
45,7.029545050405048,2.0
46,5.072589888060591,7.0
47,0.5058204217913129,1.0
48,6.776050110249123,13.0
49,23.62998360460367,13.0
50,10.331152492817424,7.0
51,-1.560400139855762,6.0
52,7.495220888195025,7.0
53,1.5486867471066397,3.0
54,-0.6749630867813359,1.0
55,32.48357017299594,36.0
56,3.4867490478011014,2.0
57,4.565403144491047,8.0
58,29.674632988378374,2.0
59,2.8561219339439283,4.0
60,6.038233485806618,14.0
61,11.44669755335865,1.0
62,5.348311684876588,8.0
63,1.7677957730977347,3.0
64,0.5078455072912114,2.0
65,4.847620860970192,1.0
66,-0.5060807815229218,7.0
67,14.81239582665582,20.0
68,0.22081468841043161,6.0
69,3.676596274702252,6.0
70,6.154494602706304,2.0
71,2.856144978364828,2.0
72,4.530047325512559,10.0
73,9.45941613821562,12.0
74,2.4013650126587542,1.0
75,-0.6701791183517649,7.0
76,10.230973809700242,9.0
77,7.161616615663117,9.0
78,8.328167417129126,1.0
79,4.409756909051385,6.0
80,7.927830008096482,7.0
81,2.2020020836649117,6.0
82,18.142565807262454,4.0
83,4.868327833751753,2.0
84,3.941662331149832,4.0
85,6.113691782650772,14.0
86,1.2459414643303965,1.0
87,4.157532317569736,13.0
88,3.183927404089413,8.0
89,5.570563440905563,2.0
90,10.869350703769737,4.0
91,-3.0758803100867773,7.0
92,5.798307682153084,3.0
93,-1.9466451256260093,2.0
94,1.7762330920232365,1.0
95,3.7654758653990363,5.0
96,2.2423500986263,3.0
97,5.239631140884729,3.0
98,2.74044135057704,7.0
99,-0.22694219349972045,2.0
100,-0.9150001619903314,1.0
101,4.364162011126677,3.0
102,2.9589144580042834,6.0
103,12.374643973447487,10.0
104,-0.7712903396808919,3.0
105,-1.4644512931068796,4.0
106,13.60402847825625,1.0
107,2.5828271824417293,5.0
108,-0.2851919222331638,1.0
109,8.3604791571419,2.0
110,17.947625028953023,7.0
111,4.987234388791364,6.0
112,5.495251560033726,11.0
113,25.064305340516842,8.0
114,0.7924625236087479,1.0
115,4.0309137995092925,6.0
116,3.349562725050177,12.0
117,11.764595348473929,2.0
118,18.224212578654832,25.0
119,7.727815429895951,7.0
120,4.135710305006903,7.0
121,29.941162082594627,6.0
122,2.750279605342115,8.0
123,0.8726539703544915,4.0
124,13.34746140525883,2.0
125,1.5607119388451096,1.0
126,2.468831125069471,6.0
127,-4.589220000487398,1.0
128,7.565518853087831,11.0
129,24.18196985658621,3.0
130,17.04143317492785,18.0
131,-3.220708680327732,1.0
132,9.05762458614399,14.0
133,0.6315570540949267,10.0
134,0.9971011566347769,2.0
135,0.33223345352281797,2.0
136,-0.8780120517836849,5.0
137,7.231605073050549,1.0
138,0.9844433694822463,5.0
139,11.260806930646925,9.0
140,5.681948414530336,6.0
141,4.398674565702496,1.0
142,16.28584165090471,17.0
143,1.7095294381076656,6.0
144,6.014596364324138,9.0
145,10.901536510432013,13.0
146,24.021762079853932,2.0
147,6.107004235467851,13.0
148,18.680315621656387,20.0
149,3.060054935240494,6.0
150,14.060578392245514,18.0
151,6.582514301790749,10.0
152,19.480354797541036,23.0
153,11.645771279997408,17.0
154,15.64152464192512,15.0
155,-2.360025714848785,0.75
156,1.6277621971844773,0.75
157,12.770184760592851,17.0
158,2.6872798348716245,8.0
159,22.797782764535345,28.0
160,16.60392893004411,11.0
161,11.765649689432134,15.0
162,38.402233540267275,45.0
163,12.517632176808494,10.0
164,1.808578809800757,0.75
165,11.13197234935139,7.0
166,0.9824364437991981,5.0
167,2.8243658388733444,2.0
168,2.1263933122089718,1.0
169,20.37273971159753,21.0
170,21.9402945348381,21.0
171,12.967901855181541,19.0
172,1.0554668367193827,3.0
173,30.657344676483707,32.0
174,22.197507080710853,26.0
175,16.012517765430456,15.0
176,14.63264027040174,19.0
177,13.734613710118548,18.0
178,12.739120765034205,11.0
179,9.501864151659383,11.0
180,22.012623228723744,2.0
181,15.22208345691342,20.0
182,18.17470796498586,17.0
183,8.955957148882145,6.0
184,8.91002324626093,6.0
185,11.805963694057478,15.0
186,9.305460303239126,5.0
187,2.0904042050688574,10.0
188,13.569199973160142,16.0
189,3.5042803150328474,15.0
190,-0.15908429468014873,4.0
191,19.252669962359203,17.0
192,10.160065043444853,10.0
193,5.421745832753135,10.0
194,14.791684318406258,8.0
195,9.28484002253596,14.0
196,2.0775706612485543,3.0
197,2.813239579889739,1.8333333330000001
198,26.07151299298015,34.0
199,2.6001559153537634,10.0
200,2.19137297939481,1.0
201,18.435718044236328,6.0
202,11.155702912371012,11.0
203,10.261174430424699,10.0
204,7.043515515476873,7.0
205,6.125701220675371,3.0
206,23.80511458848594,19.0
207,0.4716565580360985,2.0
208,3.0595027029142017,5.0
209,6.777035307314097,5.0
210,10.014298010240065,4.0
211,8.3309123311202,8.0
212,7.269331435499467,5.0
213,6.084183133954568,8.0
214,29.943769996322434,22.0
215,16.11590197189933,18.0
216,8.089257188619587,8.0
217,5.58947193515753,6.0
218,0.6361339822664611,1.0
219,6.086607446313938,3.0
220,15.646341293378445,11.0
221,16.49639186433907,23.0
222,23.220312716605836,30.0
223,6.181520547498284,3.0
224,17.724735012130264,18.0
225,32.89534528624252,35.0
226,-0.12791652818996724,5.0
227,7.505093069652627,6.0
228,3.9842641661576828,1.0
229,4.3279706509414595,7.0
230,13.390431807252032,10.0
231,6.490430185208208,2.0
232,3.1192931189142463,1.0
233,22.7788366211571,14.0
234,10.272884556943229,9.0
235,20.599883404160128,23.0
236,15.802968428704862,23.0
237,0.7195875964186591,1.0
238,1.5913987719218845,3.0
239,-1.3200932509621524,2.0
240,19.277993880487738,23.0
241,1.4356418882406388,4.0
242,7.011025014596889,3.0
243,23.33883862857191,38.0
244,2.5935375302777928,0.75
245,22.550349811979604,33.0
246,33.86763816678159,38.0
247,6.176895918824993,6.0
248,10.055024501651161,4.0
249,18.04919805384866,16.0
250,14.939124957090431,6.0
251,19.828833293545276,15.0
252,4.578499144112875,3.0
253,18.201262053479592,22.0
254,8.444925087872956,7.0
255,16.79443616114867,24.0
256,28.82340349792346,27.0
257,4.227579705227477,2.0
258,20.980301687645333,27.0
259,16.481643230608082,16.0
260,5.499106875546275,7.0
261,4.182043286195267,7.0
262,4.280220501880187,4.0
263,13.17447769565128,23.0
264,15.37092543933122,14.0
265,15.211910525298766,15.0
266,4.073082676094529,2.0
267,8.185468046920473,4.0
268,14.745726374177234,13.0
269,2.293148765315255,2.0
270,3.3371454908799905,1.0
271,22.901022555894524,27.0
272,24.277182509558973,33.0
273,10.571110280125726,18.0
274,2.833569282146925,4.0
275,-3.501849499372362,3.0
276,11.458238939364254,4.0
277,15.066175862214525,14.0
278,4.1484610204386385,4.0
279,2.395918244954707,3.0
280,12.129089862792245,15.0
281,-0.34217196945066775,8.0
282,5.845449449294435,5.0
283,9.28331046810299,4.0
284,29.326170465345907,32.0
285,20.570268908129965,17.0
286,-0.5488184458688252,2.0
287,7.183583714772126,7.0
288,8.114925536495708,6.0
289,21.81687369181088,16.0
290,14.580137476069677,16.0
291,5.882969160825418,5.0
292,7.723844320488553,16.0
293,-0.8289994978869792,1.0
294,1.1808365094113036,4.0
295,6.149293006924644,7.0
296,12.77097046372452,16.0
297,9.108528911782109,9.0
298,5.969896635574713,9.0
299,1.510995971903796,4.0
300,-1.5706369655405368,2.0
301,3.2423923008108844,0.333333333
302,26.018341104238967,27.0
303,21.695551806242708,27.0
304,16.33695503668933,23.0
305,4.679717605342788,8.0
306,6.018366730926427,0.1
307,15.305787880918576,26.0
308,4.965151316972218,10.0
309,3.712270307217789,1.0
310,0.24828696855034593,2.0
311,10.33272655564786,12.0
312,7.518075829451021,4.0
313,2.1487834688720184,3.0
314,7.679517596342308,2.0
315,21.274471179428435,26.0
316,-1.4486784158845438,1.0
317,17.059476240078272,19.0
318,4.586758360321518,7.0
319,3.56092801582043,3.0
320,6.037993132579665,6.0
321,8.10873740416018,7.0
322,9.690309344434944,2.0
323,4.868203291542471,2.0
324,14.361635267900713,1.0
325,4.942409419945264,5.0
326,7.66966257664992,5.0
327,6.262316794958327,3.0
328,1.3987024473590601,8.0
329,0.9749147056369232,3.0
330,14.020331816243722,18.0
331,16.64660772404417,16.0
332,3.0137421916303957,4.0
333,44.24173495233933,45.0
334,7.073121167634529,7.0
335,4.665415681559079,3.0
336,29.650820210253922,32.0
337,8.058490111348785,3.0
338,16.72527736976679,20.0
339,2.3855421161712194,4.0
340,24.677637713212516,25.0
341,3.054857750757211,1.0
342,10.848878552014089,7.0
343,28.050882055735098,33.0
344,1.1124498616296243,3.0
345,-1.4748868168216624,2.0
346,2.6294872853258973,3.0
347,5.325174310184504,4.0
348,5.981131825258313,4.0
349,13.050363629648604,21.0
350,4.940438483366879,5.0
351,1.862050675044884,2.0
352,3.8774725700029933,3.0
353,13.085241706939495,14.0
354,15.818503800547571,23.0
355,7.93860825147053,3.0
356,0.782401327880315,7.0
357,33.98644604468518,8.0
358,3.7805976894565596,1.0
359,-1.573791468040806,0.1
360,20.104756898228455,19.0
361,3.111241388831502,0.1
362,5.064040691684934,1.0
363,11.391824073508982,2.0
364,-2.2776674556865686,3.0
365,12.067544611318777,20.0
366,-0.36176636219387603,8.0
367,0.9913393542192175,3.0
368,0.8586368533203199,8.0
369,35.05343811412669,40.0
370,22.446585934020295,38.0
371,5.93456532722303,1.0
372,5.085491699411204,4.0
373,4.954073607727949,2.0
374,18.149912882804987,6.0
375,0.07385469279638812,2.0
376,9.533509646127388,5.0
377,13.621152023369138,18.0
378,-0.9640305701231178,2.0
379,11.8932274031601,10.0
380,19.029353441916033,7.0
381,35.00564653165149,37.0
382,23.930052894041562,19.0
383,38.1368468299886,39.0
384,17.48521215870115,21.0
385,24.775269773241416,25.0
386,22.25332640753378,25.0
387,17.585328426131664,18.0
388,27.906093701737827,31.0
389,6.379064241739297,7.0
390,6.8542641244345575,7.0
391,11.205823485918149,7.0
392,30.8033345623905,34.0
393,1.2476922871381042,1.0
394,25.29546770868966,30.0
395,33.61078118572935,36.0
396,-1.397848031204827,0.1
397,16.577683115102023,2.0
398,25.889766905661286,28.0
399,-0.2726471577507077,1.0
400,7.170687519548462,8.0
401,4.011654905135476,7.0
402,0.6176200360094519,0.1
403,12.557537456710879,10.0
404,14.085279033204284,21.0
405,6.979021494342483,8.0
406,23.156203676084996,24.0
407,3.9257109816738236,5.0
408,8.83478646715313,8.0
409,2.3122687573929035,5.0
410,15.355861802503373,19.0
411,12.388524430682782,18.0
412,16.077715355145966,19.0
413,21.68099006291936,19.0
414,18.80239181989452,5.0
415,13.171261700500995,4.0
416,35.558028140478356,39.0
417,30.306091115421065,30.0
418,35.35689346954808,30.0
419,8.328345625635883,4.0
420,7.815368109589315,5.0
421,28.96219232201037,36.0
422,10.1989147815102,2.0
423,4.614578027041702,3.0
424,36.359834007265405,42.0
425,29.72770214586261,33.0
426,3.508669974653941,3.0
427,7.245255125709711,5.0
428,21.071445378087805,16.0
429,2.761456257943408,2.0
430,26.931118737786665,28.0
431,11.406973349843316,6.0
432,27.9473968861346,34.0
433,11.297543148428527,5.0
434,8.864415312941667,2.0
435,22.72059655750404,28.0
436,16.882659406585635,13.0
437,13.088673638203769,12.0
438,41.6380549524055,42.0
439,1.4234783545292586,1.0
440,8.483778946348949,5.0
441,25.080082318864147,26.0
442,20.780278103159116,28.0
443,12.921727465315943,13.0
444,25.26324169727926,13.0
445,9.617344330486894,4.0
446,6.430227865558624,4.0
447,8.91078388119907,13.0
448,23.298690811254442,18.0
449,7.6300574259339236,8.0
450,25.44575992568812,8.0
451,25.66310304406097,20.0
452,19.195261800722815,19.0
453,14.663365180295703,12.0
454,24.409278731815544,13.0
455,19.784682540650078,2.0
456,7.555345237461001,13.0
457,6.00168243597631,3.0
458,11.075978868163428,13.0
459,14.354371044730595,13.0
460,14.429111941347617,11.0
461,11.110447620029301,7.0
462,5.543474698514938,6.0
463,26.358806183265347,31.0
464,27.902692239334183,32.0
465,7.9994904118905374,12.0
466,19.874352207858177,27.0
467,15.047250071058915,7.0
468,8.206362001470318,2.0
